manufacturer_slug,name,year,category,target_use,is_current,cell_count,line_material,riser_config,manufacturer_url,description,size_label,flat_area_m2,flat_span_m,flat_aspect_ratio,proj_area_m2,proj_span_m,proj_aspect_ratio,wing_weight_kg,ptv_min_kg,ptv_max_kg,speed_trim_kmh,speed_max_kmh,glide_ratio_best,min_sink_ms,cert_standard,cert_classification,cert_test_lab,cert_test_date,cert_report_url
ozone,Zeolite 2 GT,2024,paraglider,hike_and_fly,true,71,Dominico N10D / Porcher 7000 E71 (ultralight),"2-liner (A/B, Dyneema risers)",https://flyozone.com/paragliders/products/gliders/zeolite-2-gt,"Ultra-light EN-D 2-liner for vol-biv and hike & fly. 71 cells, AR 6.8. 1 kg lighter than Photon. Technology from Photon and Zeolite 2 XD X-Alps. 5 sizes XS–L.",MS,22.0,12.2,6.8,18.5,9.6,4.99,3.75,80,95,,,,,EN,D,,,
ozone,Zeolite 2 GT,2024,paraglider,hike_and_fly,true,71,Dominico N10D / Porcher 7000 E71 (ultralight),"2-liner (A/B, Dyneema risers)",https://flyozone.com/paragliders/products/gliders/zeolite-2-gt,"Ultra-light EN-D 2-liner for vol-biv and hike & fly. 71 cells, AR 6.8. 1 kg lighter than Photon. Technology from Photon and Zeolite 2 XD X-Alps. 5 sizes XS–L.",ML,23.5,12.6,6.8,19.8,9.9,4.95,3.91,90,105,,,,,EN,D,,,
ozone,Zeolite 2 GT,2024,paraglider,hike_and_fly,true,71,Dominico N10D / Porcher 7000 E71 (ultralight),"2-liner (A/B, Dyneema risers)",https://flyozone.com/paragliders/products/gliders/zeolite-2-gt,"Ultra-light EN-D 2-liner for vol-biv and hike & fly. 71 cells, AR 6.8. 1 kg lighter than Photon. Technology from Photon and Zeolite 2 XD X-Alps. 5 sizes XS–L.",L,25.1,13.1,6.8,21.1,10.3,5.03,4.19,100,115,,,,,EN,D,,,
ozone,Zeolite 2,2023,paraglider,hike_and_fly,true,71,"Full 10D Dominico top surface, Dyneema risers (ultralight)","2-liner (A/B, Dyneema)",https://flyozone.com/paragliders/products/gliders/zeolite-2,Ultra-light EN-D X-Alps design. Full 10D top surface and Dyneema risers. Cell count +7 over original Zeolite. Used on 2023 X-Alps podium. 5 sizes XS–L.,XS,18.9,11.3,6.8,15.9,8.9,4.99,2.5,60,75,,,,,EN,D,,,
ozone,Zeolite 2,2023,paraglider,hike_and_fly,true,71,"Full 10D Dominico top surface, Dyneema risers (ultralight)","2-liner (A/B, Dyneema)",https://flyozone.com/paragliders/products/gliders/zeolite-2,Ultra-light EN-D X-Alps design. Full 10D top surface and Dyneema risers. Cell count +7 over original Zeolite. Used on 2023 X-Alps podium. 5 sizes XS–L.,S,20.4,11.8,6.8,17.2,9.3,5.03,2.7,65,85,,,,,EN,D,,,
ozone,Zeolite 2,2023,paraglider,hike_and_fly,true,71,"Full 10D Dominico top surface, Dyneema risers (ultralight)","2-liner (A/B, Dyneema)",https://flyozone.com/paragliders/products/gliders/zeolite-2,Ultra-light EN-D X-Alps design. Full 10D top surface and Dyneema risers. Cell count +7 over original Zeolite. Used on 2023 X-Alps podium. 5 sizes XS–L.,MS,22.0,12.2,6.8,18.5,9.6,4.99,2.9,80,95,,,,,EN,D,,,
ozone,Zeolite 2,2023,paraglider,hike_and_fly,true,71,"Full 10D Dominico top surface, Dyneema risers (ultralight)","2-liner (A/B, Dyneema)",https://flyozone.com/paragliders/products/gliders/zeolite-2,Ultra-light EN-D X-Alps design. Full 10D top surface and Dyneema risers. Cell count +7 over original Zeolite. Used on 2023 X-Alps podium. 5 sizes XS–L.,ML,23.5,12.6,6.8,19.8,9.9,4.95,3.1,90,105,,,,,EN,D,,,
ozone,Zeolite 2,2023,paraglider,hike_and_fly,true,71,"Full 10D Dominico top surface, Dyneema risers (ultralight)","2-liner (A/B, Dyneema)",https://flyozone.com/paragliders/products/gliders/zeolite-2,Ultra-light EN-D X-Alps design. Full 10D top surface and Dyneema risers. Cell count +7 over original Zeolite. Used on 2023 X-Alps podium. 5 sizes XS–L.,L,25.1,13.1,6.8,21.1,10.3,5.03,3.35,100,115,,,,,EN,D,,,
ozone,Zeno 2,2022,paraglider,competition,true,78,Dominico 30D / Porcher 7000 E71,"2-liner (A/B, B-handles)",https://flyozone.com/paragliders/products/gliders/zeno-2,"EN-D competition XC 2-liner successor to Zeno. 78 cells, flat AR 7.2. Same cell count and AR as Zeno 1 but significantly faster and higher glide. 4 sizes S–L.",S,21.0,12.3,7.2,17.7,9.7,5.32,4.7,75,90,,,,,EN,D,,,
ozone,Zeno 2,2022,paraglider,competition,true,78,Dominico 30D / Porcher 7000 E71,"2-liner (A/B, B-handles)",https://flyozone.com/paragliders/products/gliders/zeno-2,"EN-D competition XC 2-liner successor to Zeno. 78 cells, flat AR 7.2. Same cell count and AR as Zeno 1 but significantly faster and higher glide. 4 sizes S–L.",MS,22.5,12.7,7.2,18.9,10.0,5.29,4.92,85,100,,,,,EN,D,,,
ozone,Zeno 2,2022,paraglider,competition,true,78,Dominico 30D / Porcher 7000 E71,"2-liner (A/B, B-handles)",https://flyozone.com/paragliders/products/gliders/zeno-2,"EN-D competition XC 2-liner successor to Zeno. 78 cells, flat AR 7.2. Same cell count and AR as Zeno 1 but significantly faster and higher glide. 4 sizes S–L.",ML,24.1,13.2,7.2,20.3,10.4,5.32,5.22,95,110,,,,,EN,D,,,
ozone,Zeno 2,2022,paraglider,competition,true,78,Dominico 30D / Porcher 7000 E71,"2-liner (A/B, B-handles)",https://flyozone.com/paragliders/products/gliders/zeno-2,"EN-D competition XC 2-liner successor to Zeno. 78 cells, flat AR 7.2. Same cell count and AR as Zeno 1 but significantly faster and higher glide. 4 sizes S–L.",L,26.5,13.8,7.2,21.8,10.9,5.45,5.54,105,125,,,,,EN,D,,,
ozone,Enzo 3,2019,paraglider,competition,true,76,Dominico DOKDO 30D MF / Porcher 7000 E71 (competition),2-liner (A/B competition risers),https://flyozone.com/paragliders/products/gliders/enzo-3,"Most successful competition paraglider in history. EN 926-7 CCC. 76 cells, AR ~7.0. 6 sizes covering 80–135 kg. Updated profile, ultra-low-drag line plan vs Enzo 2.",XS,20.0,11.83,7.0,16.7,,5.14,4.85,80,95,,,,,EN,CCC,,,
ozone,Enzo 3,2019,paraglider,competition,true,76,Dominico DOKDO 30D MF / Porcher 7000 E71 (competition),2-liner (A/B competition risers),https://flyozone.com/paragliders/products/gliders/enzo-3,"Most successful competition paraglider in history. EN 926-7 CCC. 76 cells, AR ~7.0. 6 sizes covering 80–135 kg. Updated profile, ultra-low-drag line plan vs Enzo 2.",S,21.5,12.27,7.0,17.9,,5.14,5.15,85,100,,,,,EN,CCC,,,
ozone,Enzo 3,2019,paraglider,competition,true,76,Dominico DOKDO 30D MF / Porcher 7000 E71 (competition),2-liner (A/B competition risers),https://flyozone.com/paragliders/products/gliders/enzo-3,"Most successful competition paraglider in history. EN 926-7 CCC. 76 cells, AR ~7.0. 6 sizes covering 80–135 kg. Updated profile, ultra-low-drag line plan vs Enzo 2.",MS,23.0,12.69,7.0,19.1,,5.14,5.45,90,108,,,,,EN,CCC,,,
ozone,Enzo 3,2019,paraglider,competition,true,76,Dominico DOKDO 30D MF / Porcher 7000 E71 (competition),2-liner (A/B competition risers),https://flyozone.com/paragliders/products/gliders/enzo-3,"Most successful competition paraglider in history. EN 926-7 CCC. 76 cells, AR ~7.0. 6 sizes covering 80–135 kg. Updated profile, ultra-low-drag line plan vs Enzo 2.",ML,24.6,13.12,7.0,20.5,,5.14,5.75,95,115,,,,,EN,CCC,,,
ozone,Enzo 3,2019,paraglider,competition,true,76,Dominico DOKDO 30D MF / Porcher 7000 E71 (competition),2-liner (A/B competition risers),https://flyozone.com/paragliders/products/gliders/enzo-3,"Most successful competition paraglider in history. EN 926-7 CCC. 76 cells, AR ~7.0. 6 sizes covering 80–135 kg. Updated profile, ultra-low-drag line plan vs Enzo 2.",L,26.2,13.54,7.0,21.8,,5.14,6.05,100,120,,,,,EN,CCC,,,
ozone,Enzo 3,2019,paraglider,competition,true,76,Dominico DOKDO 30D MF / Porcher 7000 E71 (competition),2-liner (A/B competition risers),https://flyozone.com/paragliders/products/gliders/enzo-3,"Most successful competition paraglider in history. EN 926-7 CCC. 76 cells, AR ~7.0. 6 sizes covering 80–135 kg. Updated profile, ultra-low-drag line plan vs Enzo 2.",XL,28.1,14.02,7.0,23.4,,5.14,6.45,110,135,,,,,EN,CCC,,,
ozone,Ultralite 5,2023,paraglider,hike_and_fly,true,34,Full 10D Dominico (lightest-possible),"2-liner (Dyneema risers, Linklites)",https://flyozone.com/paragliders/products/gliders/ultralite-5,"Lightest certified dual-surface wing per m² of flat area. 7 sizes 13–25 m². From 1.42 kg. New Sharknose, 0.8 improvement in glide and 7 km/h speed increase vs Ultralite 4. EN-A cert.",13,12.9,7.7,4.6,11.4,6.3,3.48,1.42,30,50,,,,,EN,load test only,,,
ozone,Ultralite 5,2023,paraglider,hike_and_fly,true,34,Full 10D Dominico (lightest-possible),"2-liner (Dyneema risers, Linklites)",https://flyozone.com/paragliders/products/gliders/ultralite-5,"Lightest certified dual-surface wing per m² of flat area. 7 sizes 13–25 m². From 1.42 kg. New Sharknose, 0.8 improvement in glide and 7 km/h speed increase vs Ultralite 4. EN-A cert.",15,14.9,8.2,4.52,13.1,6.7,3.43,1.59,30,60,,,,,EN,A,,,
ozone,Ultralite 5,2023,paraglider,hike_and_fly,true,34,Full 10D Dominico (lightest-possible),"2-liner (Dyneema risers, Linklites)",https://flyozone.com/paragliders/products/gliders/ultralite-5,"Lightest certified dual-surface wing per m² of flat area. 7 sizes 13–25 m². From 1.42 kg. New Sharknose, 0.8 improvement in glide and 7 km/h speed increase vs Ultralite 4. EN-A cert.",17,16.9,8.8,4.59,14.7,7.1,3.43,1.76,40,75,,,,,EN,A,,,
ozone,Ultralite 5,2023,paraglider,hike_and_fly,true,34,Full 10D Dominico (lightest-possible),"2-liner (Dyneema risers, Linklites)",https://flyozone.com/paragliders/products/gliders/ultralite-5,"Lightest certified dual-surface wing per m² of flat area. 7 sizes 13–25 m². From 1.42 kg. New Sharknose, 0.8 improvement in glide and 7 km/h speed increase vs Ultralite 4. EN-A cert.",19,18.9,9.3,4.59,16.5,7.5,3.41,1.97,55,90,,,,,EN,A,,,
ozone,Ultralite 5,2023,paraglider,hike_and_fly,true,34,Full 10D Dominico (lightest-possible),"2-liner (Dyneema risers, Linklites)",https://flyozone.com/paragliders/products/gliders/ultralite-5,"Lightest certified dual-surface wing per m² of flat area. 7 sizes 13–25 m². From 1.42 kg. New Sharknose, 0.8 improvement in glide and 7 km/h speed increase vs Ultralite 4. EN-A cert.",21,20.8,9.7,4.52,18.1,7.9,3.45,2.17,65,100,,,,,EN,A,,,
ozone,Ultralite 5,2023,paraglider,hike_and_fly,true,34,Full 10D Dominico (lightest-possible),"2-liner (Dyneema risers, Linklites)",https://flyozone.com/paragliders/products/gliders/ultralite-5,"Lightest certified dual-surface wing per m² of flat area. 7 sizes 13–25 m². From 1.42 kg. New Sharknose, 0.8 improvement in glide and 7 km/h speed increase vs Ultralite 4. EN-A cert.",23,22.8,10.2,4.57,19.9,8.3,3.46,2.4,80,115,,,,,EN,A,,,
ozone,Ultralite 5,2023,paraglider,hike_and_fly,true,34,Full 10D Dominico (lightest-possible),"2-liner (Dyneema risers, Linklites)",https://flyozone.com/paragliders/products/gliders/ultralite-5,"Lightest certified dual-surface wing per m² of flat area. 7 sizes 13–25 m². From 1.42 kg. New Sharknose, 0.8 improvement in glide and 7 km/h speed increase vs Ultralite 4. EN-A cert.",25,25.1,10.8,4.64,21.9,8.7,3.46,2.65,95,130,,,,,EN,A,,,
ozone,Session,2022,paraglider,freestyle,true,,Porcher Skytex 40 hard (reinforced),3-liner (acro setup),https://flyozone.com/paragliders/products/gliders/session,Dedicated freestyle/acro paraglider. No EN certification. Designed for competition and fun acro. Stable and comfortable at low angles of attack.,XXS,16.0,8.29,4.3,13.4,,3.0,3.8,55,75,,,,,EN,not rated,,,
ozone,Session,2022,paraglider,freestyle,true,,Porcher Skytex 40 hard (reinforced),3-liner (acro setup),https://flyozone.com/paragliders/products/gliders/session,Dedicated freestyle/acro paraglider. No EN certification. Designed for competition and fun acro. Stable and comfortable at low angles of attack.,XS,18.0,8.8,4.3,15.0,,3.0,4.1,65,90,,,,,EN,not rated,,,
ozone,Session,2022,paraglider,freestyle,true,,Porcher Skytex 40 hard (reinforced),3-liner (acro setup),https://flyozone.com/paragliders/products/gliders/session,Dedicated freestyle/acro paraglider. No EN certification. Designed for competition and fun acro. Stable and comfortable at low angles of attack.,SM,20.0,9.27,4.3,16.7,,3.0,4.4,75,100,,,,,EN,not rated,,,
ozone,Magnum 4,2022,paraglider,tandem,true,52,Dominico 30D / Porcher 9017 ribs,3+1 riser tandem,https://flyozone.com/paragliders/products/gliders/magnum-4,Standard-weight tandem EN-B. 3 sizes 36/40/44 m². Updated handling and performance from Magnum 3. Trimmers and speed system.,36,36.0,13.55,5.1,30.5,,3.7,7.4,100,180,,,,,EN,B,,,
ozone,Magnum 4,2022,paraglider,tandem,true,52,Dominico 30D / Porcher 9017 ribs,3+1 riser tandem,https://flyozone.com/paragliders/products/gliders/magnum-4,Standard-weight tandem EN-B. 3 sizes 36/40/44 m². Updated handling and performance from Magnum 3. Trimmers and speed system.,40,40.0,14.28,5.1,33.9,,3.7,7.9,120,220,,,,,EN,B,,,
ozone,Magnum 4,2022,paraglider,tandem,true,52,Dominico 30D / Porcher 9017 ribs,3+1 riser tandem,https://flyozone.com/paragliders/products/gliders/magnum-4,Standard-weight tandem EN-B. 3 sizes 36/40/44 m². Updated handling and performance from Magnum 3. Trimmers and speed system.,44,44.0,14.98,5.1,37.3,,3.7,8.5,140,265,,,,,EN,B,,,
ozone,Swiftmax 2,2022,paraglider,tandem,true,52,Dominico N20D (light),3+1 riser tandem (Dyneema/Linklite option),https://flyozone.com/paragliders/products/gliders/swiftmax-2,Lightweight tandem EN-B. 2 sizes 36/40 m². ~1.5 kg lighter than Magnum 4. Light construction for tandem hike-and-fly.,36,36.0,13.55,5.1,30.5,,3.7,5.9,100,180,,,,,EN,B,,,
ozone,Swiftmax 2,2022,paraglider,tandem,true,52,Dominico N20D (light),3+1 riser tandem (Dyneema/Linklite option),https://flyozone.com/paragliders/products/gliders/swiftmax-2,Lightweight tandem EN-B. 2 sizes 36/40 m². ~1.5 kg lighter than Magnum 4. Light construction for tandem hike-and-fly.,40,40.0,14.28,5.1,33.9,,3.7,6.4,120,220,,,,,EN,B,,,
ozone,Wisp 2,2023,paraglider,tandem,true,48,Dominico 30D / Porcher (standard),3+1 riser tandem,https://flyozone.com/paragliders/products/gliders/wisp-2,School and commercial tandem EN-B. Approachable for student-tandem pilots. 3 sizes. Easy handling with generous speed range.,36,36.5,13.37,4.9,30.8,,3.5,7.2,100,180,,,,,EN,B,,,
ozone,Wisp 2,2023,paraglider,tandem,true,48,Dominico 30D / Porcher (standard),3+1 riser tandem,https://flyozone.com/paragliders/products/gliders/wisp-2,School and commercial tandem EN-B. Approachable for student-tandem pilots. 3 sizes. Easy handling with generous speed range.,40,40.5,14.09,4.9,34.2,,3.5,7.7,120,220,,,,,EN,B,,,
ozone,Wisp 2,2023,paraglider,tandem,true,48,Dominico 30D / Porcher (standard),3+1 riser tandem,https://flyozone.com/paragliders/products/gliders/wisp-2,School and commercial tandem EN-B. Approachable for student-tandem pilots. 3 sizes. Easy handling with generous speed range.,44,44.5,14.77,4.9,37.6,,3.5,8.3,140,265,,,,,EN,B,,,
ozone,Roadrunner,2021,paraglider,ground_handling,true,30,Dominico 30D,2-riser (A/B),https://flyozone.com/paragliders/products/gliders/roadrunner,Ground handling kite for training and skill development. Not for flight. 3 sizes.,S,8.0,5.51,3.8,6.8,,3.0,0.65,55,80,,,,,EN,not rated,,,
ozone,Roadrunner,2021,paraglider,ground_handling,true,30,Dominico 30D,2-riser (A/B),https://flyozone.com/paragliders/products/gliders/roadrunner,Ground handling kite for training and skill development. Not for flight. 3 sizes.,M,10.0,6.16,3.8,8.5,,3.0,0.8,75,100,,,,,EN,not rated,,,
ozone,Roadrunner,2021,paraglider,ground_handling,true,30,Dominico 30D,2-riser (A/B),https://flyozone.com/paragliders/products/gliders/roadrunner,Ground handling kite for training and skill development. Not for flight. 3 sizes.,L,12.0,6.75,3.8,10.2,,3.0,0.95,90,130,,,,,EN,not rated,,,
ozone,Buzz Z6,2021,paraglider,school,false,47,Dominico 30D / Porcher 9017,3-liner,https://flyozone.com/paragliders/products/gliders/buzz-z6,Standard-weight EN-B beginner/intermediate. Predecessor to Buzz Z7. 5 sizes XS–L.,XS,22.0,10.59,5.1,18.5,,3.7,4.95,55,75,,,,,EN,B,,,
ozone,Buzz Z6,2021,paraglider,school,false,47,Dominico 30D / Porcher 9017,3-liner,https://flyozone.com/paragliders/products/gliders/buzz-z6,Standard-weight EN-B beginner/intermediate. Predecessor to Buzz Z7. 5 sizes XS–L.,S,24.0,11.06,5.1,20.2,,3.7,5.25,65,85,,,,,EN,B,,,
ozone,Buzz Z6,2021,paraglider,school,false,47,Dominico 30D / Porcher 9017,3-liner,https://flyozone.com/paragliders/products/gliders/buzz-z6,Standard-weight EN-B beginner/intermediate. Predecessor to Buzz Z7. 5 sizes XS–L.,MS,26.0,11.52,5.1,21.9,,3.7,5.55,75,95,,,,,EN,B,,,
ozone,Buzz Z6,2021,paraglider,school,false,47,Dominico 30D / Porcher 9017,3-liner,https://flyozone.com/paragliders/products/gliders/buzz-z6,Standard-weight EN-B beginner/intermediate. Predecessor to Buzz Z7. 5 sizes XS–L.,ML,28.0,11.95,5.1,23.5,,3.7,5.85,85,105,,,,,EN,B,,,
ozone,Buzz Z6,2021,paraglider,school,false,47,Dominico 30D / Porcher 9017,3-liner,https://flyozone.com/paragliders/products/gliders/buzz-z6,Standard-weight EN-B beginner/intermediate. Predecessor to Buzz Z7. 5 sizes XS–L.,L,30.0,12.37,5.1,25.2,,3.7,6.15,95,115,,,,,EN,B,,,
ozone,Buzz Z5,2019,paraglider,school,false,45,Dominico 30D,3-liner,https://flyozone.com/paragliders/products/gliders/buzz-z5,Standard-weight EN-A/B beginner. Predecessor to Buzz Z6. 5 sizes. EN-A certified.,XS,22.0,10.38,4.9,18.3,,3.5,5.05,55,75,,,,,EN,A,,,
ozone,Buzz Z5,2019,paraglider,school,false,45,Dominico 30D,3-liner,https://flyozone.com/paragliders/products/gliders/buzz-z5,Standard-weight EN-A/B beginner. Predecessor to Buzz Z6. 5 sizes. EN-A certified.,S,24.0,10.84,4.9,20.0,,3.5,5.35,65,85,,,,,EN,A,,,
ozone,Buzz Z5,2019,paraglider,school,false,45,Dominico 30D,3-liner,https://flyozone.com/paragliders/products/gliders/buzz-z5,Standard-weight EN-A/B beginner. Predecessor to Buzz Z6. 5 sizes. EN-A certified.,MS,26.0,11.29,4.9,21.7,,3.5,5.65,75,95,,,,,EN,A,,,
ozone,Buzz Z5,2019,paraglider,school,false,45,Dominico 30D,3-liner,https://flyozone.com/paragliders/products/gliders/buzz-z5,Standard-weight EN-A/B beginner. Predecessor to Buzz Z6. 5 sizes. EN-A certified.,ML,28.0,11.71,4.9,23.3,,3.5,5.95,85,105,,,,,EN,A,,,
ozone,Buzz Z5,2019,paraglider,school,false,45,Dominico 30D,3-liner,https://flyozone.com/paragliders/products/gliders/buzz-z5,Standard-weight EN-A/B beginner. Predecessor to Buzz Z6. 5 sizes. EN-A certified.,L,30.0,12.12,4.9,25.0,,3.5,6.25,95,115,,,,,EN,A,,,
ozone,Geo 6,2021,paraglider,school,false,46,Dominico N20D / N10D (lightweight),3-liner,https://flyozone.com/paragliders/products/gliders/geo-6,Lightweight EN-B predecessor to Geo 7. 125 g heavier than Geo 7. 5 sizes XS–L.,XS,22.2,10.64,5.1,18.5,,3.7,3.7,55,75,,,,,EN,B,,,
ozone,Geo 6,2021,paraglider,school,false,46,Dominico N20D / N10D (lightweight),3-liner,https://flyozone.com/paragliders/products/gliders/geo-6,Lightweight EN-B predecessor to Geo 7. 125 g heavier than Geo 7. 5 sizes XS–L.,S,24.1,11.09,5.1,20.1,,3.7,3.9,65,85,,,,,EN,B,,,
ozone,Geo 6,2021,paraglider,school,false,46,Dominico N20D / N10D (lightweight),3-liner,https://flyozone.com/paragliders/products/gliders/geo-6,Lightweight EN-B predecessor to Geo 7. 125 g heavier than Geo 7. 5 sizes XS–L.,MS,25.8,11.47,5.1,21.5,,3.7,4.15,75,95,,,,,EN,B,,,
ozone,Geo 6,2021,paraglider,school,false,46,Dominico N20D / N10D (lightweight),3-liner,https://flyozone.com/paragliders/products/gliders/geo-6,Lightweight EN-B predecessor to Geo 7. 125 g heavier than Geo 7. 5 sizes XS–L.,ML,27.5,11.84,5.1,22.9,,3.7,4.4,85,105,,,,,EN,B,,,
ozone,Geo 6,2021,paraglider,school,false,46,Dominico N20D / N10D (lightweight),3-liner,https://flyozone.com/paragliders/products/gliders/geo-6,Lightweight EN-B predecessor to Geo 7. 125 g heavier than Geo 7. 5 sizes XS–L.,L,29.3,12.22,5.1,24.4,,3.7,4.65,95,115,,,,,EN,B,,,
ozone,Rush 5,2019,paraglider,xc,false,62,Dominico 30D / Porcher 7000,3-liner hybrid (G-strings),https://flyozone.com/paragliders/products/gliders/rush-5,EN-B high-performance XC predecessor to Rush 6. 62 cells. 6 sizes XS–XL.,XS,19.8,10.58,5.65,16.7,,4.1,4.5,55,70,,,,,EN,B,,,
ozone,Rush 5,2019,paraglider,xc,false,62,Dominico 30D / Porcher 7000,3-liner hybrid (G-strings),https://flyozone.com/paragliders/products/gliders/rush-5,EN-B high-performance XC predecessor to Rush 6. 62 cells. 6 sizes XS–XL.,S,22.2,11.2,5.65,18.8,,4.1,4.8,65,82,,,,,EN,B,,,
ozone,Rush 5,2019,paraglider,xc,false,62,Dominico 30D / Porcher 7000,3-liner hybrid (G-strings),https://flyozone.com/paragliders/products/gliders/rush-5,EN-B high-performance XC predecessor to Rush 6. 62 cells. 6 sizes XS–XL.,MS,23.7,11.57,5.65,20.1,,4.1,5.1,75,95,,,,,EN,B,,,
ozone,Rush 5,2019,paraglider,xc,false,62,Dominico 30D / Porcher 7000,3-liner hybrid (G-strings),https://flyozone.com/paragliders/products/gliders/rush-5,EN-B high-performance XC predecessor to Rush 6. 62 cells. 6 sizes XS–XL.,ML,25.0,11.88,5.65,21.2,,4.1,5.35,85,105,,,,,EN,B,,,
ozone,Rush 5,2019,paraglider,xc,false,62,Dominico 30D / Porcher 7000,3-liner hybrid (G-strings),https://flyozone.com/paragliders/products/gliders/rush-5,EN-B high-performance XC predecessor to Rush 6. 62 cells. 6 sizes XS–XL.,L,26.3,12.19,5.65,22.3,,4.1,5.6,95,115,,,,,EN,B,,,
ozone,Rush 5,2019,paraglider,xc,false,62,Dominico 30D / Porcher 7000,3-liner hybrid (G-strings),https://flyozone.com/paragliders/products/gliders/rush-5,EN-B high-performance XC predecessor to Rush 6. 62 cells. 6 sizes XS–XL.,XL,28.2,12.62,5.65,23.9,,4.1,5.9,110,130,,,,,EN,B,,,
ozone,Swift 5,2020,paraglider,xc,false,62,Dominico N20D / Porcher 7000 E71 (light),3-liner hybrid,https://flyozone.com/paragliders/products/gliders/swift-5,Lightweight EN-B predecessor to Swift 6. 5 sizes XS–L. Same geometry as Rush 5 but lighter.,XS,19.8,10.58,5.65,16.7,,4.1,3.6,55,70,,,,,EN,B,,,
ozone,Swift 5,2020,paraglider,xc,false,62,Dominico N20D / Porcher 7000 E71 (light),3-liner hybrid,https://flyozone.com/paragliders/products/gliders/swift-5,Lightweight EN-B predecessor to Swift 6. 5 sizes XS–L. Same geometry as Rush 5 but lighter.,S,22.2,11.2,5.65,18.8,,4.1,3.9,65,82,,,,,EN,B,,,
ozone,Swift 5,2020,paraglider,xc,false,62,Dominico N20D / Porcher 7000 E71 (light),3-liner hybrid,https://flyozone.com/paragliders/products/gliders/swift-5,Lightweight EN-B predecessor to Swift 6. 5 sizes XS–L. Same geometry as Rush 5 but lighter.,MS,23.7,11.57,5.65,20.1,,4.1,4.2,75,95,,,,,EN,B,,,
ozone,Swift 5,2020,paraglider,xc,false,62,Dominico N20D / Porcher 7000 E71 (light),3-liner hybrid,https://flyozone.com/paragliders/products/gliders/swift-5,Lightweight EN-B predecessor to Swift 6. 5 sizes XS–L. Same geometry as Rush 5 but lighter.,ML,25.0,11.88,5.65,21.2,,4.1,4.4,85,105,,,,,EN,B,,,
ozone,Swift 5,2020,paraglider,xc,false,62,Dominico N20D / Porcher 7000 E71 (light),3-liner hybrid,https://flyozone.com/paragliders/products/gliders/swift-5,Lightweight EN-B predecessor to Swift 6. 5 sizes XS–L. Same geometry as Rush 5 but lighter.,L,26.3,12.19,5.65,22.3,,4.1,4.6,95,115,,,,,EN,B,,,
ozone,Delta 4,2020,paraglider,xc,false,66,Dominico 30D (standard),2-liner (ACR),https://flyozone.com/paragliders/products/gliders/delta-4,"EN-C 2-liner predecessor to Delta 5. 66 cells, AR 6.05. 6 sizes XS–XL. Largest performance gain in Delta series at time of release.",XS,19.3,10.81,6.05,16.4,8.52,4.43,4.5,55,70,,,,,EN,C,,,
ozone,Delta 4,2020,paraglider,xc,false,66,Dominico 30D (standard),2-liner (ACR),https://flyozone.com/paragliders/products/gliders/delta-4,"EN-C 2-liner predecessor to Delta 5. 66 cells, AR 6.05. 6 sizes XS–XL. Largest performance gain in Delta series at time of release.",S,21.7,11.46,6.05,18.4,9.04,4.44,4.8,65,85,,,,,EN,C,,,
ozone,Delta 4,2020,paraglider,xc,false,66,Dominico 30D (standard),2-liner (ACR),https://flyozone.com/paragliders/products/gliders/delta-4,"EN-C 2-liner predecessor to Delta 5. 66 cells, AR 6.05. 6 sizes XS–XL. Largest performance gain in Delta series at time of release.",MS,23.1,11.83,6.05,19.6,9.33,4.44,5.0,75,95,,,,,EN,C,,,
ozone,Delta 4,2020,paraglider,xc,false,66,Dominico 30D (standard),2-liner (ACR),https://flyozone.com/paragliders/products/gliders/delta-4,"EN-C 2-liner predecessor to Delta 5. 66 cells, AR 6.05. 6 sizes XS–XL. Largest performance gain in Delta series at time of release.",ML,24.4,12.16,6.05,20.7,9.59,4.44,5.3,85,105,,,,,EN,C,,,
ozone,Delta 4,2020,paraglider,xc,false,66,Dominico 30D (standard),2-liner (ACR),https://flyozone.com/paragliders/products/gliders/delta-4,"EN-C 2-liner predecessor to Delta 5. 66 cells, AR 6.05. 6 sizes XS–XL. Largest performance gain in Delta series at time of release.",L,25.7,12.47,6.05,21.8,9.84,4.44,5.5,95,115,,,,,EN,C,,,
ozone,Delta 4,2020,paraglider,xc,false,66,Dominico 30D (standard),2-liner (ACR),https://flyozone.com/paragliders/products/gliders/delta-4,"EN-C 2-liner predecessor to Delta 5. 66 cells, AR 6.05. 6 sizes XS–XL. Largest performance gain in Delta series at time of release.",XL,27.6,12.92,6.05,23.4,10.19,4.44,5.8,110,130,,,,,EN,C,,,
ozone,Alpina 4,2020,paraglider,xc,false,66,Dominico N20D / Porcher 7000 E71 (light),2-liner (ACR),https://flyozone.com/paragliders/products/gliders/alpina-4,"Lightweight EN-C predecessor to Alpina 4 GT. 66 cells, AR 6.05. 5 sizes XS–L. Reference light EN-C wing.",XS,19.3,10.81,6.05,16.4,8.52,4.43,3.5,55,70,,,,,EN,C,,,
ozone,Alpina 4,2020,paraglider,xc,false,66,Dominico N20D / Porcher 7000 E71 (light),2-liner (ACR),https://flyozone.com/paragliders/products/gliders/alpina-4,"Lightweight EN-C predecessor to Alpina 4 GT. 66 cells, AR 6.05. 5 sizes XS–L. Reference light EN-C wing.",S,21.7,11.46,6.05,18.4,9.04,4.44,3.8,65,85,,,,,EN,C,,,
