dhv_url,manufacturer,model,size,equipment_class,test_centre,test_date,report_url,match_failure_reason
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3205,Papesh GmbH,PHI Tenor,23,B,,2018-07-16,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3205,model not found: 'PHI Tenor' (mfr: phi)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3188,Papesh GmbH,PHI Tenor,21,B,,2018-07-16,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3188,model not found: 'PHI Tenor' (mfr: phi)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3185,Papesh GmbH,PHI Tenor,25,B,,2018-07-16,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3185,model not found: 'PHI Tenor' (mfr: phi)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3092,Gradient s.r.o.,Golden5,22,B,,2018-06-29,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3092,model not found: 'Golden5' (mfr: gradient)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3168,Papesh GmbH,PHI Sonata,18,A,,2018-05-08,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3168,model not found: 'PHI Sonata' (mfr: phi)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3169,Papesh GmbH,PHI Sonata,24,A,,2018-05-07,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3169,model not found: 'PHI Sonata' (mfr: phi)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3167,Papesh GmbH,PHI Sonata,20,A,,2018-05-07,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3167,model not found: 'PHI Sonata' (mfr: phi)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3166,Papesh GmbH,PHI Sonata,22,A,,2018-05-07,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3166,model not found: 'PHI Sonata' (mfr: phi)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3155,Papesh GmbH,PHI Sonata,26,A,,2018-05-07,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3155,model not found: 'PHI Sonata' (mfr: phi)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2844,GIN Gliders Inc.,Fuse2,41,B,,2018-04-27,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2844,model not found: 'Fuse2' (mfr: gin)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3082,Gradient s.r.o.,Golden5,30,B,,2018-04-26,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3082,model not found: 'Golden5' (mfr: gradient)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3091,Gradient s.r.o.,Golden5,24,B,,2018-04-25,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3091,model not found: 'Golden5' (mfr: gradient)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3131,ICARO-Paragliders,Icaro Xenus,22.5,B,,2018-03-20,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3131,model not found: 'Icaro Xenus' (mfr: icaro)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3104,NOVA Vertriebsgesellschaft m.b.H.,Ion,5XXS,B,,2018-03-09,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3104,size not found: '5XXS' for Ion
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3103,NOVA Vertriebsgesellschaft m.b.H.,Ion,5L,B,,2018-03-09,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3103,size not found: '5L' for Ion
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3102,NOVA Vertriebsgesellschaft m.b.H.,Ion,5XS,B,,2018-03-09,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3102,size not found: '5XS' for Ion
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3101,NOVA Vertriebsgesellschaft m.b.H.,Ion,5S,B,,2018-03-09,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3101,size not found: '5S' for Ion
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3097,NOVA Vertriebsgesellschaft m.b.H.,Ion,5M,B,,2018-03-09,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3097,size not found: '5M' for Ion
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3129,Papesh GmbH,PHI Symphonia,18,A,,2018-03-02,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3129,model not found: 'PHI Symphonia' (mfr: phi)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3128,Papesh GmbH,PHI Symphonia,20,A,,2018-03-02,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3128,model not found: 'PHI Symphonia' (mfr: phi)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3109,Papesh GmbH,PHI Symphonia,26,A,,2018-03-02,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3109,model not found: 'PHI Symphonia' (mfr: phi)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3108,Papesh GmbH,PHI Symphonia,24,A,,2018-03-02,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3108,model not found: 'PHI Symphonia' (mfr: phi)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3107,Papesh GmbH,PHI Symphonia,22,A,,2018-03-02,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3107,model not found: 'PHI Symphonia' (mfr: phi)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3123,MAC Para Technology,Para Outback,21,B,,2018-02-28,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3123,model not found: 'Para Outback' (mfr: macpara)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3130,ICARO-Paragliders,ICARO Buteo XC,S,B,,2018-02-15,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3130,model not found: 'ICARO Buteo XC' (mfr: icaro)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3127,ICARO-Paragliders,ICARO Buteo XC,M,B,,2018-02-15,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3127,model not found: 'ICARO Buteo XC' (mfr: icaro)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3122,ICARO-Paragliders,ICARO Buteo XC,L,B,,2018-02-10,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3122,model not found: 'ICARO Buteo XC' (mfr: icaro)
,,EAZY2,M,A,,2018-01-22,,manufacturer not found: ''
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3090,Gradient s.r.o.,Golden5,26,B,,2017-12-13,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3090,model not found: 'Golden5' (mfr: gradient)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3083,Gradient s.r.o.,Golden5,28,B,,2017-12-13,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3083,model not found: 'Golden5' (mfr: gradient)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3077,Skywalk GmbH & Co. KG,Masala3,XXS,A,,2017-12-12,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3077,model not found: 'Masala3' (mfr: skywalk)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3069,Skywalk GmbH & Co. KG,Masala3,L,A,,2017-12-12,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3069,model not found: 'Masala3' (mfr: skywalk)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3068,Skywalk GmbH & Co. KG,Masala3,M,A,,2017-12-12,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3068,model not found: 'Masala3' (mfr: skywalk)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3067,Skywalk GmbH & Co. KG,Masala3,XS,A,,2017-12-12,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3067,model not found: 'Masala3' (mfr: skywalk)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3066,Skywalk GmbH & Co. KG,Masala3,S,A,,2017-12-12,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3066,model not found: 'Masala3' (mfr: skywalk)
,,AIRDESIGN Rise 3,M,B,,2017-08-24,,manufacturer not found: ''
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3035,MAC Para Technology,Para Elan 2,33,C,,2017-08-11,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3035,model not found: 'Para Elan 2' (mfr: macpara)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3085,GIN Gliders Inc.,Pegasus,34,A,,2017-08-04,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3085,model not found: 'Pegasus' (mfr: gin)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3010,MAC Para Technology,Para Paradis,28,B,,2017-06-30,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3010,model not found: 'Para Paradis' (mfr: macpara)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3009,MAC Para Technology,Para Paradis,26,B,,2017-06-30,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3009,model not found: 'Para Paradis' (mfr: macpara)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3008,MAC Para Technology,Para Paradis,24,B,,2017-06-30,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3008,model not found: 'Para Paradis' (mfr: macpara)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3007,MAC Para Technology,Para Paradis,22,B,,2017-06-30,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3007,model not found: 'Para Paradis' (mfr: macpara)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3045,MAC Para Technology,Para Illusion,30,B,,2017-06-28,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3045,model not found: 'Para Illusion' (mfr: macpara)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2961,MAC Para Technology,Para Pasha 6,39,B,,2017-06-21,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2961,model not found: 'Para Pasha 6' (mfr: macpara)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3054,MAC Para Technology,Para Elan 2,22,C,,2017-05-26,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3054,model not found: 'Para Elan 2' (mfr: macpara)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3053,MAC Para Technology,Para Elan 2,24,C,,2017-05-24,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3053,model not found: 'Para Elan 2' (mfr: macpara)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3044,MAC Para Technology,Para Illusion,22,B,,2017-05-24,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3044,model not found: 'Para Illusion' (mfr: macpara)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3037,MAC Para Technology,Para Elan 2,30,C,,2017-05-24,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3037,model not found: 'Para Elan 2' (mfr: macpara)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3036,MAC Para Technology,Para Elan 2,28,C,,2017-05-24,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3036,model not found: 'Para Elan 2' (mfr: macpara)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3016,MAC Para Technology,Para Elan 2,26,C,,2017-05-24,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3016,model not found: 'Para Elan 2' (mfr: macpara)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3015,MAC Para Technology,Para Illusion,24,B,,2017-05-24,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3015,model not found: 'Para Illusion' (mfr: macpara)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3005,MAC Para Technology,Para Illusion,33,B,,2017-05-24,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-3005,model not found: 'Para Illusion' (mfr: macpara)
,Bruce Goldsmith Design GmbH,BGD GmbH Epic,ML,B,,2017-02-01,,model not found: 'BGD GmbH Epic' (mfr: bruce-goldsmith-design)
,ICARO paragliders - Fly & more GmbH,Gravis1,M,B,,2017-02-01,,model not found: 'Gravis1' (mfr: icaro)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2972,MAC Para Technology,Para Illusion,26,B,,2017-01-19,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2972,model not found: 'Para Illusion' (mfr: macpara)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2962,MAC Para Technology,Para Illusion,28,B,,2017-01-17,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2962,model not found: 'Para Illusion' (mfr: macpara)
,Papillon Paragliders,Bodyguard,7,A,,2017-01-01,,model not found: 'Bodyguard' (mfr: papillon-paragliders)
,ICARO paragliders - Fly & more GmbH,Pandion,M,B,,2017-01-01,,size not found: 'M' for Pandion
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2958,MAC Para Technology,Para Pasha 6,42,B,,2016-12-02,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2958,model not found: 'Para Pasha 6' (mfr: macpara)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2918,MAC Para Technology,Para Eden 6,33,B,,2016-10-13,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2918,model not found: 'Para Eden 6' (mfr: macpara)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2944,GIN Gliders Inc.,Griffin,16,C,,2016-07-25,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2944,size not found: '16' for Griffin
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2855,Swing Flugsportgeräte GmbH,Nyos,XL,B,,2016-06-21,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2855,model not found: 'Nyos' (mfr: swing)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2917,Swing Flugsportgeräte GmbH,Twin,RS,B,,2016-06-13,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2917,model not found: 'Twin' (mfr: swing)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2860,MAC Para Technology,Para Icon,29,D,,2016-05-10,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2860,model not found: 'Para Icon' (mfr: macpara)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2907,MAC Para Technology,Para Eden 6,22,B,,2016-04-28,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2907,model not found: 'Para Eden 6' (mfr: macpara)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2902,UP International GmbH,Kibo,SM,B,,2016-04-26,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2902,size not found: 'SM' for Kibo
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2906,GIN Gliders Inc.,Fuse,37,B,,2016-04-13,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2906,model not found: 'Fuse' (mfr: gin)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2868,MAC Para Technology,Muse 4 -,22,A,,2016-03-16,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2868,model not found: 'Muse 4 -' (mfr: macpara)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2879,Swing Flugsportgeräte GmbH,Nyos,XS,B,,2016-02-29,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2879,model not found: 'Nyos' (mfr: swing)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2875,MAC Para Technology,Para Icon,24,D,,2016-02-17,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2875,model not found: 'Para Icon' (mfr: macpara)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2862,MAC Para Technology,Para Icon,26,D,,2016-02-17,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2862,model not found: 'Para Icon' (mfr: macpara)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2880,ICARO paragliders - Fly & more GmbH,Parus,"35,5",B,,2016-02-16,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2880,"size not found: '35,5' for Parus"
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2853,ICARO paragliders - Fly & more GmbH,Parus,41.5,B,,2016-02-16,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2853,size not found: '41.5' for Parus
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2849,NOVA Vertriebsgesellschaft m.b.H.,Ion,4XXS,B,,2016-02-16,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2849,size not found: '4XXS' for Ion
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2848,NOVA Vertriebsgesellschaft m.b.H.,Ion,4XS,B,,2016-02-16,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2848,size not found: '4XS' for Ion
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2847,NOVA Vertriebsgesellschaft m.b.H.,Ion,4S,B,,2016-02-16,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2847,size not found: '4S' for Ion
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2846,NOVA Vertriebsgesellschaft m.b.H.,Ion,4M,B,,2016-02-16,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2846,size not found: '4M' for Ion
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2841,NOVA Vertriebsgesellschaft m.b.H.,Ion,4L,B,,2016-02-16,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2841,size not found: '4L' for Ion
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2891,UP International GmbH,Makalu 4,SM,B,,2016-02-11,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2891,size not found: 'SM' for Makalu 4
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2878,Swing Flugsportgeräte GmbH,Nyos,S,B,,2016-02-04,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2878,model not found: 'Nyos' (mfr: swing)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2877,Swing Flugsportgeräte GmbH,Nyos,M,B,,2016-02-04,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2877,model not found: 'Nyos' (mfr: swing)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2834,Swing Flugsportgeräte GmbH,Nyos,L,B,,2016-02-04,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2834,model not found: 'Nyos' (mfr: swing)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2884,MAC Para Technology,Para Eden 6,24,B,,2016-02-03,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2884,model not found: 'Para Eden 6' (mfr: macpara)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2863,MAC Para Technology,Para Eden 6,30,B,,2016-02-03,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2863,model not found: 'Para Eden 6' (mfr: macpara)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2851,MAC Para Technology,Para Eden 6,28,B,,2016-02-03,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2851,model not found: 'Para Eden 6' (mfr: macpara)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2885,MAC Para Technology,Para Eden 6,26,B,,2016-02-02,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2885,model not found: 'Para Eden 6' (mfr: macpara)
,OZONE Gliders Ltd.,BuzzZ5,ML,B,,2015-12-01,,model not found: 'BuzzZ5' (mfr: ozone)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2838,MAC Para Technology,Para Charger,25,B,,2015-11-10,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2838,model not found: 'Para Charger' (mfr: macpara)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2791,MAC Para Technology,Para Charger,28,B,,2015-11-10,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2791,model not found: 'Para Charger' (mfr: macpara)
,ADVANCE Thun AG,Epsilon8,27,B,,2015-09-25,,model not found: 'Epsilon8' (mfr: advance)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2814,Skywalk GmbH & Co. KG,Cayenne,5XS,C,,2015-09-23,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2814,size not found: '5XS' for Cayenne
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2787,Skywalk GmbH & Co. KG,Cayenne,5L,C,,2015-09-23,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2787,size not found: '5L' for Cayenne
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2766,NOVA Vertriebsgesellschaft m.b.H.,IBEX 3,XXS,C,,2015-09-17,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2766,model not found: 'IBEX 3' (mfr: nova)
https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2742,NOVA Vertriebsgesellschaft m.b.H.,IBEX 3,XS,A,,2015-09-17,https://service.dhv.de/db1/technicdatareport2.php?lang=EN&equptype=2&templatesetid=-1&idtype=-2742,model not found: 'IBEX 3' (mfr: nova)
